name,optionalIn,flags,requiredIn,cardinality,callback,immutable,type,value,max,min,since
zimbraPrefShowComposeDirection,"account,cos","accountInherited,domainAdminModifiable",,single,,,boolean,,,,8.0.0
zimbraMobilePolicyAllowStorageCard,"account,cos",accountInherited,,single,,,integer,,1,-1,8.0.0
zimbraMobilePolicyAllowCamera,"account,cos",accountInherited,,single,,,integer,,1,-1,8.0.0
zimbraMobilePolicyRequireDeviceEncryption,"account,cos",accountInherited,,single,,,integer,,1,-1,8.0.0
zimbraMobilePolicyAllowUnsignedApplications,"account,cos",accountInherited,,single,,,integer,,1,-1,8.0.0
zimbraMobilePolicyAllowUnsignedInstallationPackages,"account,cos",accountInherited,,single,,,integer,,1,-1,8.0.0
zimbraMobilePolicyAllowWiFi,"account,cos",accountInherited,,single,,,integer,,1,-1,8.0.0
zimbraMobilePolicyAllowTextMessaging,"account,cos",accountInherited,,single,,,integer,,1,-1,8.0.0
zimbraMobilePolicyAllowPOPIMAPEmail,"account,cos",accountInherited,,single,,,integer,,1,-1,8.0.0
zimbraMobilePolicyAllowBluetooth,"account,cos",accountInherited,,single,,,integer,,2,-1,8.0.0
zimbraMobilePolicyAllowIrDA,"account,cos",accountInherited,,single,,,integer,,1,-1,8.0.0
zimbraMobilePolicyRequireManualSyncWhenRoaming,"account,cos",accountInherited,,single,,,integer,,1,-1,8.0.0
zimbraMobilePolicyAllowDesktopSync,"account,cos",accountInherited,,single,,,integer,,1,-1,8.0.0
zimbraMobilePolicyMaxCalendarAgeFilter,"account,cos",accountInherited,,single,,,integer,,7,-1,8.0.0
zimbraMobilePolicyAllowHTMLEmail,"account,cos",accountInherited,,single,,,integer,,1,-1,8.0.0
zimbraMobilePolicyMaxEmailAgeFilter,"account,cos",accountInherited,,single,,,integer,,5,-1,8.0.0
zimbraMobilePolicyMaxEmailBodyTruncationSize,"account,cos",accountInherited,,single,,,integer,,,-1,8.0.0
zimbraMobilePolicyMaxEmailHTMLBodyTruncationSize,"account,cos",accountInherited,,single,,,integer,,,-1,8.0.0
zimbraMobilePolicyRequireSignedSMIMEMessages,"account,cos",accountInherited,,single,,,integer,,1,-1,8.0.0
zimbraMobilePolicyRequireEncryptedSMIMEMessages,"account,cos",accountInherited,,single,,,integer,,1,-1,8.0.0
zimbraMobilePolicyRequireSignedSMIMEAlgorithm,"account,cos",accountInherited,,single,,,integer,,1,-1,8.0.0
zimbraMobilePolicyRequireEncryptionSMIMEAlgorithm,"account,cos",accountInherited,,single,,,integer,,1,-1,8.0.0
zimbraMobilePolicyAllowSMIMEEncryptionAlgorithmNegotiation,"account,cos",accountInherited,,single,,,integer,,2,-1,8.0.0
zimbraMobilePolicyAllowSMIMESoftCerts,"account,cos",accountInherited,,single,,,integer,,1,-1,8.0.0
zimbraMobilePolicyAllowBrowser,"account,cos",accountInherited,,single,,,integer,,1,-1,8.0.0
zimbraMobilePolicyAllowConsumerEmail,"account,cos",accountInherited,,single,,,integer,,1,-1,8.0.0
zimbraMobilePolicyAllowRemoteDesktop,"account,cos",accountInherited,,single,,,integer,,1,-1,8.0.0
zimbraMobilePolicyAllowInternetSharing,"account,cos",accountInherited,,single,,,integer,,1,-1,8.0.0
zimbraMobilePolicyUnapprovedInROMApplication,"account,cos",accountInherited,,multi,,,,,512,,8.0.0
zimbraMobilePolicyApprovedApplication,"account,cos",accountInherited,,multi,,,,,256,,8.0.0
zimbraMobilePolicySuppressDeviceEncryption,"account,cos",accountInherited,,single,,,boolean,,,,8.0.0
zimbraPrefCalendarReminderDeviceInfo,account,,,single,,,,,128,,8.0.0
zimbraFileExpirationWarningThreshold,"account,cos",accountInherited,,single,,,duration,,,,8.0.0
zimbraFileLifetime,"account,cos",accountInherited,,single,,,duration,,,,8.0.0
zimbraFileExpirationWarningSubject,"account,cos",accountInherited,,single,,,,,,,8.0.0
zimbraFileExpirationWarningBody,"account,cos",accountInherited,,single,,,,,,,8.0.0
zimbraFileDeletionNotificationSubject,"account,cos",accountInherited,,single,,,,,,,8.0.0
zimbraFileDeletionNotificationBody,"account,cos",accountInherited,,single,,,,,,,8.0.0
zimbraDumpsterUserVisibleAge,"account,cos","accountInherited,domainAdminModifiable",,single,,,duration,,,,8.0.0
zimbraDumpsterPurgeEnabled,"account,cos","accountInherited,domainAdminModifiable",,single,,,boolean,,,,8.0.0
zimbraPrefOutOfOfficeExternalReply,account,,,single,,,,,8192,,8.0.0
zimbraPrefOutOfOfficeExternalReplyEnabled,account,,,single,,,boolean,,,,8.0.0
zimbraInternalSendersDomain,"account,cos,domain",accountCosDomainInherited,,multi,,,,,,,8.0.0
zimbraPrefExternalSendersType,"account,cos",accountInherited,,single,,,enum,"ALL,ALLNOTINAB,INAB,INSD",,,8.0.0
zimbraPrefTasksFilterBy,"account,cos",accountInherited,,single,,,enum,"NOTSTARTED,COMPLETED,INPROGRESS,WAITING,DEFERRED,TODO",,,8.0.0
zimbraFileVersioningEnabled,"account,cos",accountInherited,,single,,,boolean,,,,8.0.0
zimbraFileVersionLifetime,"account,cos",accountInherited,,single,,,duration,,,,8.0.0
zimbraPrefAllowAddressForDelegatedSender,"account,distributionList,group","accountInfo,domainAdminModifiable",,multi,AllowAddressForDelegatedSender,,email,,256,,8.0.0
zimbraPrefOutOfOfficeFreeBusyStatus,account,,,single,,,enum,"BUSY,OUTOFOFFICE",,,8.0.0
zimbraPrefIncludeSharedItemsInSearch,"account,cos","accountInherited,domainAdminModifiable",,single,,,boolean,,,,8.0.0
zimbraShareLifetime,"account,cos","accountInfo,accountInherited",,single,,,duration,,,,8.0.0
zimbraFileUploadMaxSizePerFile,"account,cos,domain,globalConfig","accountCosDomainInherited,domainInherited",,single,,,long,,,,8.0.0
zimbraPublicSharingEnabled,"account,cos,domain","accountInfo,accountCosDomainInherited,domainAdminModifiable",,single,,,boolean,,,,8.0.0
zimbraPublicShareLifetime,"account,cos","accountInfo,accountInherited",,single,,,duration,,,,8.0.0
zimbraFileShareLifetime,"account,cos","accountInfo,accountInherited",,single,,,duration,,,,8.0.0
zimbraFileExternalShareLifetime,"account,cos","accountInfo,accountInherited",,single,,,duration,,,,8.0.0
zimbraFilePublicShareLifetime,"account,cos","accountInfo,accountInherited",,single,,,duration,,,,8.0.0
zimbraExternalAccountDisabledTime,account,,,single,,,gentime,,,,8.0.0
zimbraExternalAccountLifetimeAfterDisabled,"account,cos",accountInherited,,single,,,duration,,,,8.0.0
zimbraFeatureExternalFeedbackEnabled,"account,cos","accountInfo,accountInherited",,single,,,boolean,,,,8.0.0
zimbraFeatureCrocodocEnabled,"account,cos","accountInfo,accountInherited",,single,,,boolean,,,,8.0.0
zimbraFileAndroidCrashReportingEnabled,"account,cos","accountInfo,accountInherited",,single,,,boolean,,,,8.0.0
zimbraFeatureSocialcastEnabled,"account,cos","accountInfo,accountInherited",,single,,,boolean,,,,8.0.0
zimbraSocialcastURL,"account,cos","accountInfo,accountInherited",,single,,,,,256,,8.0.0
zimbraFileIOSCrashReportingEnabled,"account,cos","accountInfo,accountInherited",,single,,,boolean,,,,8.0.0
zimbraZimletLoadSynchronously,"account,cos","accountInfo,accountInherited,domainAdminModifiable",,single,,,boolean,,,,7.2.0
zimbraPrefConvShowCalendar,"account,cos",accountInherited,,single,,,boolean,,,,8.0.0
zimbraDevicePasscodeEnabled,"account,cos","accountInherited,accountInfo",,single,,,boolean,,,,8.0.0
zimbraDeviceAllowedPasscodeLockoutDuration,"account,cos","accountInherited,accountInfo",,multi,,,duration,,,,8.0.0
zimbraDevicePasscodeLockoutDuration,"account,cos","accountInherited,accountInfo",,single,,,duration,,,,8.0.0
zimbraDeviceLockWhenInactive,"account,cos","accountInherited,accountInfo",,single,,,boolean,,,,8.0.0
zimbraDeviceFileOpenWithEnabled,"account,cos","accountInherited,accountInfo",,single,,,boolean,,,,8.0.0
zimbraUCServiceId,"account,cos,domain",accountCosDomainInherited,,single,,,id,,,,8.0.0
zimbraUCUsername,account,,,single,,,,,256,,8.0.0
zimbraUCPassword,account,,,single,,,,,256,,8.0.0
zimbraMobilePolicyApprovedApplicationList,"account,cos",accountInherited,,multi,,,,,256,,8.0.0
zimbraDeviceOfflineCacheEnabled,"account,cos","accountInherited,accountInfo",,single,,,boolean,,,,8.0.0
zimbraVirtualAccountInitialPasswordSet,account,accountInfo,,single,,,boolean,,,,8.0.0
zimbraDataSourceImportOnLogin,"account,cos","accountInherited,accountInfo",,single,,,boolean,,,,7.2.2
zimbraPrefFromAddressType,"account,identity",,,single,,,enum,"sendAs,sendOnBehalfOf",,,8.0.0
zimbraMobileNotificationEnabled,"account,cos","accountInfo,accountInherited,domainAdminModifiable",,single,,,boolean,,,,8.5.0
zimbraMobileNotificationAdminAddress,"account,cos",accountInherited,,single,,,email,,256,,8.5.0
zimbraMobileAttachSkippedItemEnabled,"account,cos","accountInfo,accountInherited,domainAdminModifiable",,single,,,boolean,,,,8.5.0
zimbraPrefColorMessagesEnabled,"account,cos,domain","domainInfo,accountInfo,accountCosDomainInherited,domainAdminModifiable",,single,,,boolean,,,,8.0.3
zimbraMobileMetadataMaxSizeEnabled,"account,cos,domain,globalConfig","accountInfo,domainInfo,accountCosDomainInherited,domainInherited,domainAdminModifiable",,single,,,boolean,,,,8.0.3
zimbraMobileItemsToTrackPerFolderMaxSize,"account,cos,domain,globalConfig","accountInfo,domainInfo,accountCosDomainInherited,domainInherited,domainAdminModifiable",,multi,,,,,30,,8.0.3
zimbraPrefSpellIgnorePattern,"account,cos,","accountInherited,domainAdminModifiable",,single,,,,,,,8.0.4
zimbraTouchJSErrorTrackingEnabled,"account,cos","accountInfo,accountInherited",,single,,,boolean,,,,8.5.0
zimbraTouchJSErrorTrackingKey,"account,cos","accountInfo,accountInherited",,single,,,,,,,8.5.0
zimbraForceClearCookies,"account,cos,domain,globalConfig","accountInfo,domainInfo,accountCosDomainInherited,domainInherited,domainAdminModifiable",,single,,,boolean,,,,8.0.4
zimbraFeatureDistributionListFolderEnabled,"account,cos,domain,globalConfig","accountInfo,domainInfo,accountCosDomainInherited,domainInherited,domainAdminModifiable",,single,,,boolean,,,,8.0.4
zimbraMobileSyncKeyFormatConvertedFolders,"account,cos","accountInfo,accountInherited,domainAdminModifiable",,multi,,,,,,,8.0.4
zimbraConverterHints,"account,cos","accountInfo,accountInherited",,multi,,,cstring,,,,8.5.0
zimbraFilePreviewMaxSize,"account,cos","accountInfo,accountInherited",,single,,,long,,,,8.5.0
zimbraMobilePolicyRequireStorageCardEncryption,"account,cos",accountInherited,,single,,,boolean,,,,8.5.0
zimbraPrefFontSize,"account,cos",accountInherited,,single,,,,,,,8.5.0
zimbraDeviceCalendarSoftDeleteExcludePattern,"account,cos",accountInherited,,single,,,cstring,,,,8.0.5
zimbraWebClientOfflineSyncMaxDays,"account,cos","accountInherited,accountInfo",,single,,,integer,,,,8.5.0
zimbraMobileOutlookSyncEnabled,"account,cos","accountInfo,accountInherited,domainAdminModifiable",,single,,,boolean,,,,8.0.5
zimbraFeatureFromDisplayEnabled,"account,cos","accountInfo,accountInherited",,single,,,boolean,,,,8.0.5
zimbraFeatureSocialEnabled,"account,cos,domain","accountInfo,accountCosDomainInherited",,single,,,boolean,,,,8.5.0
zimbraFeatureSocialExternalEnabled,"account,cos,domain","accountInfo,accountCosDomainInherited",,single,,,boolean,,,,8.5.0
zimbraFeatureSocialExternalURL,"account,cos,domain","accountInfo,accountCosDomainInherited",,single,,,,,,,8.5.0
zimbraMobileShareContactEnabled,"account,cos","accountInfo,accountInherited,domainAdminModifiable",,single,,,boolean,,,,8.5.0
zimbraPrefWebClientOfflineBrowserKey,account,,,multi,,,,,,,8.5.0
zimbraMobileForceSamsungProtocol25,"account,cos","accountInfo,accountInherited,domainAdminModifiable",,single,,,boolean,,,,8.0.7
zimbraMobileForceProtocol25,"account,cos","accountInfo,accountInherited,domainAdminModifiable",,single,,,boolean,,,,8.0.7
zimbraFeatureEwsEnabled,"account,cos",accountInherited,,single,,,boolean,,,,8.5.0
zimbraPrefOutOfOfficeSuppressExternalReply,account,,,single,,,boolean,,,,8.5.0
zimbraAuthTokens,account,"ephemeral,dynamic,expirable",,multi,,,,,,,8.5.0
zimbraFeatureWebClientOfflineAccessEnabled,"account,cos","accountInherited,accountInfo",,single,,,boolean,,,,8.5.0
zimbraFeatureSocialName,"account,cos,domain","accountInfo,accountCosDomainInherited",,single,,,,,,,8.5.0
zimbraPrefCalendarAllowedTargetsForInviteDeniedAutoReply,"account,cos","accountInherited,domainAdminModifiable",,single,,,enum,"internal,sameDomain,all",,,8.5.0
zimbraMobileTombstoneEnabled,"account,cos","accountInfo,accountInherited,domainAdminModifiable",,single,,,boolean,,,,8.5.0
zimbraLogOutFromAllServers,"account,cos",accountInherited,,single,,,boolean,,,,8.5.0
zimbraFeatureTouchClientEnabled,"account,cos","accountInfo,accountInherited",,single,,,boolean,,,,8.5.0
zimbraCommunityAPIClientID,"globalConfig,domain,cos,account","domainInherited,accountCosDomainInherited",,single,,,,,,,8.5.0
zimbraCommunityAPIClientSecret,"globalConfig,domain,cos,account","domainInherited,accountCosDomainInherited",,single,,,,,,,8.5.0
zimbraCommunityUsernameMapping,"globalConfig,domain,cos,account","domainInherited,accountCosDomainInherited",,single,,,,,,,8.5.0
zimbraCommunityBaseURL,"globalConfig,domain,cos,account","domainInherited,accountCosDomainInherited",,single,,,,,,,8.5.0
zimbraCommunityHomeURL,"globalConfig,domain,cos,account","domainInherited,accountCosDomainInherited",,single,,,,,,,8.5.0
zimbraMobileSyncRedoMaxAttempts,"account,cos","accountInfo,accountInherited,domainAdminModifiable",,multi,,,,,,,8.5.0
zimbraCommunityID,account,domainAdminModifiable,,single,,,,,,,8.5.0
zimbraPrefUseSendMsgShortcut,"account,cos","accountInherited,domainAdminModifiable",,single,,,boolean,,,,"8.6.0, 9.0.0"
zimbraPrefDelegatedSendSaveTarget,"account,cos","accountInherited,domainAdminModifiable",,single,,,enum,"owner,sender,both,none",,,"8.6.0, 9.0.0"
zimbraFeatureAdminPreferencesEnabled,"account,cos","accountInfo,accountInherited",,single,,,boolean,,,,8.7.0
zimbraIsMobileGatewayAppAccount,account,accountInfo,,single,,,boolean,,,,8.7.0
zimbraPrefShowChatsFolderInMail,"account,cos,domain","accountInfo,accountCosDomainInherited,domainAdminModifiable",,single,,,boolean,,,,8.7.0
zimbraTwoFactorAuthEnabled,account,"domainAdminModifiable,accountInfo",,single,TwoFactorAuthStatus,,boolean,,,,"8.7.0,9.0.0"
zimbraFeatureTwoFactorAuthRequired,"account,cos","domainAdminModifiable,accountInherited,accountInfo",,single,TwoFactorAuthStatus,,boolean,,,,"8.7.0,9.0.0"
zimbraTwoFactorAuthSecret,account,,,single,,1,ostring,,,,"8.7.0,9.0.0"
zimbraTwoFactorAuthScratchCodes,account,,,single,,1,ostring,,,,"8.7.0,9.0.0"
zimbraTwoFactorAuthNumScratchCodes,"account,cos",accountInherited,,single,,,integer,,,1,"8.7.0,9.0.0"
zimbraAppSpecificPassword,account,,,multi,,1,ostring,,,,"8.7.0,9.0.0"
zimbraMaxAppSpecificPasswords,"account,cos",accountInherited,,single,,,integer,,,1,"8.7.0,9.0.0"
zimbraRevokeAppSpecificPasswordsOnPasswordChange,"account,cos",accountInherited,,single,,,boolean,,,,"8.7.0,9.0.0"
zimbraAppSpecificPasswordDuration,"account,cos",accountInherited,,single,,,duration,,,,"8.7.0,9.0.0"
zimbraPrefShowAllNewMailNotifications,"account,cos","accountInherited,domainAdminModifiable",,single,,,boolean,,,,"8.7.0,9.0.0"
zimbraFeatureAppSpecificPasswordsEnabled,"account,cos","domainAdminModifiable,accountInherited,accountInfo",,single,,,boolean,,,,"8.7.0,9.0.0"
zimbraTwoFactorAuthTrustedDeviceTokenLifetime,"account,cos","accountInherited,domainAdminModifiable",,single,PositiveTimeInterval,,duration,,,,"8.7.0,9.0.0"
zimbraTwoFactorAuthTrustedDevices,account,,,multi,,1,,,,,"8.7.0,9.0.0"
zimbraPrefZmgPushNotificationEnabled,"account,cos",accountInherited,,single,,,boolean,,,,"8.7.0,9.0.0"
zimbraPrefTabInEditorEnabled,"account,cos","accountInherited,domainAdminModifiable",,single,,,boolean,,,,"8.7.0, 9.0.0"
zimbraFeatureDataSourcePurgingEnabled,"account,cos","accountInherited,domainAdminModifiable",,single,,,boolean,,,,"8.7.0,9.0.0"
zimbraDataSourceQuota,"account,cos","accountInherited,domainAdminModifiable",,single,DataSourceQuota,,long,,,0,"8.7.0,9.0.0"
zimbraDataSourceTotalQuota,"account,cos","accountInherited,domainAdminModifiable",,single,DataSourceQuota,,long,,,0,"8.7.0,9.0.0"
zimbraNewMailNotificationMessage,"account,cos","accountInherited,domainAdminModifiable",,single,,,,,10000,,"8.7.0,9.0.0"
zimbraTwoFactorAuthTokenLifetime,"account,cos","accountInherited,domainAdminModifiable",,single,PositiveTimeInterval,,duration,,,,"8.7.0,9.0.0"
zimbraTwoFactorAuthEnablementTokenLifetime,"account,cos","accountInherited,domainAdminModifiable",,single,PositiveTimeInterval,,duration,,,,"8.7.0,9.0.0"
zimbraZimletUserPropertiesMaxNumEntries,"account,cos,domain","accountCosDomainInherited,domainAdminModifiable",,single,,,integer,,,0,"8.7.0,9.0.0"
zimbraIsMobileGatewayProxyAccount,account,accountInfo,,single,,,boolean,,,,"8.7.0, 9.0.0"
zimbraDisableCrossAccountConversationThreading,"account,cos",,,single,,,boolean,,,,"8.7.0,9.0.0"
zimbraOAuthAccessor,account,,,multi,,,ostring,,,,"8.7.0,9.0.0"
zimbraFeatureTwoFactorAuthAvailable,"account,cos","domainAdminModifiable,accountInfo,accountInherited",,single,TwoFactorAuthStatus,,boolean,,,,"8.7.0,9.0.0"
zimbraPrefChatPlaySound,"account,cos","domainAdminModifiable,accountInfo,accountInherited",,single,,,boolean,,,,"8.7.0,9.0.0"
zimbraFeatureChatEnabled,"account,cos","domainAdminModifiable,accountInfo,accountInherited",,single,,,boolean,,,,"8.7.0,9.0.0"
zimbraFeatureTrustedDevicesEnabled,"account,cos","domainAdminModifiable,accountInfo,accountInherited",,single,,,boolean,,,,"8.7.0,9.0.0"
zimbraMobileSearchMimeSupportEnabled,"account,cos",accountInherited,,single,,,boolean,,,,"8.7.0,9.0.0"
zimbraExportMaxDays,"account,cos,domain,globalConfig","accountInfo,accountCosDomainInherited,domainInherited",,single,,,integer,,,,"8.7.0,9.0.0"
zimbraPrefChatEnabled,"account,cos",accountInherited,,single,,,boolean,,,,"8.7.0,9.0.0"
zimbraTwoFactorAuthLockoutMaxFailures,"account,cos","accountInherited,domainAdminModifiable",,single,,,integer,,,,"8.7.0,9.0.0"
zimbraTwoFactorAuthLockoutFailureTime,account,domainAdminModifiable,,multi,,,gentime,,,,"8.7.0,9.0.0"
zimbraFeatureMobileGatewayEnabled,"account,cos","domainAdminModifiable,accountInfo,accountInherited",,single,,,boolean,,,,"8.7.0,9.0.0"
zimbraAvailabilityServiceProvider,account,,,single,,,boolean,,,,"8.7.0,9.0.0"
zimbraPasswordLockoutSuppressionCacheSize,"account,cos","accountInherited,domainAdminModifiable",,single,,,integer,,,,"8.7.0,9.0.0"
zimbraPasswordLockoutSuppressionEnabled,"account,cos","accountInherited,domainAdminModifiable",,single,,,boolean,,,,"8.7.0,9.0.0"
zimbraPasswordLockoutSuppressionProtocols,"account,cos","accountInherited,domainAdminModifiable",,multi,,,enum,"zsync,imap,pop3,http_basic,http_dav,soap",,,"8.7.0,9.0.0"
zimbraChatHistoryEnabled,"account,cos",accountInherited,,single,,,boolean,,,,8.7.6
zimbraSieveRejectMailEnabled,"account,cos,domain",accountCosDomainInherited,,single,,,boolean,,,,8.7.8
zimbraSieveNotifyActionRFCCompliant,"account,cos,domain",accountCosDomainInherited,,single,,,boolean,,,,8.7.8
zimbraAdminSieveScriptBefore,"account,cos,domain",accountCosDomainInherited,,single,,,,,,,8.7.8
zimbraAdminSieveScriptAfter,"account,cos,domain",accountCosDomainInherited,,single,,,,,,,8.7.8
zimbraAdminOutgoingSieveScriptBefore,"account,cos,domain",accountCosDomainInherited,,single,,,,,,,8.7.8
zimbraAdminOutgoingSieveScriptAfter,"account,cos,domain",accountCosDomainInherited,,single,,,,,,,8.7.8
zimbraSieveRequireControlEnabled,"account,cos,domain",accountCosDomainInherited,,single,,,boolean,,,,8.8.4
zimbraSieveEditHeaderEnabled,"account,cos,domain",accountCosDomainInherited,,single,,,boolean,,,,8.8.4
zimbraSieveImmutableHeaders,"account,cos,domain",accountCosDomainInherited,,single,,,,,,,8.8.4
zimbraFeatureMarkMailForwardedAsRead,"account,cos","accountInfo,accountInherited,domainAdminModifiable",,single,,,boolean,,,,8.8.5
zimbraFeatureAddressVerificationEnabled,"account,cos","accountInfo,accountInherited",,single,,,boolean,,,,8.8.5
zimbraFeatureAddressVerificationExpiry,"account,cos","accountInfo,accountInherited",,single,,,duration,,,,8.8.5
zimbraFeatureAddressUnderVerification,account,,,single,PrefMailForwardingAddress,,cs_emailp,,,,8.8.5
zimbraFeatureAddressVerificationStatus,account,,,single,,,enum,"verified,pending,failed,expired",,,8.8.5
zimbraFeatureContactBackupEnabled,"account,cos","accountInfo,accountInherited",,single,,,boolean,,,,8.8.5
zimbraPrefOutOfOfficeSpecificDomains,"account,cos",accountInherited,,multi,,,,,,,8.8.5
thumbnailPhoto,account,,,single,,,binary,,,,8.8.7
zimbraPrefDisplayTimeInMailList,"account,cos","accountInfo,accountInherited",,single,,,boolean,,,,8.8.8
zimbraMailHostPool,,,cos,multi,,,id,,,,
zimbraPreAuthKey,,,domain,single,,,astring,,,,
zimbraGalAccountId,,,domain,multi,,,astring,,,,
zimbraGalAlwaysIncludeLocalCalendarResources,,,domain,single,,,boolean,,,,
zimbraGalAutoCompleteLdapFilter,,,domain,single,,,astring,,,,
zimbraGalDefinitionLastModifiedTime,,,domain,single,,1,gentime,,,,
zimbraGalGroupIndicatorEnabled,,,domain,single,,,boolean,,,,
zimbraGalInternalSearchBase,,,domain,single,,,cstring,,,,
zimbraGalLdapAttrMap,,,domain,multi,,,cstring,,,,
zimbraGalLdapPageSize,,,domain,multi,,,long,,,,
zimbraGalLdapValueMap,,,domain,single,,,cstring,,,,
zimbraGalMaxResults,,,domain,single,,,long,,,,
zimbraGalMode,,,domain,single,,,cstring,,,,
zimbraGalSyncLdapPageSize,,,domain,single,,,long,,,,
zimbraGalSyncMaxConcurrentClients,,,domain,single,,,long,,,,
zimbraGalSyncSizeLimit,,,domain,single,,,long,,,,
zimbraGalSyncTimestampFormat,,,domain,single,,,cstring,,,,
zimbraGalTokenizeAutoCompleteKey,,,domain,single,,,cstring,,,,
zimbraGalTokenizeSearchKey,,,domain,single,,,cstring,,,,
zimbraLdapGalSyncDisabled,,,domain,single,,,boolean,,,,
zimbraGalLdapBindDn,,,domain,single,,,cstring,,,,
zimbraGalLdapBindPassword,,,domain,single,,,cstring,,,,
zimbraGalLdapFilter,,,domain,single,,,cstring,,,,
zimbraGalLdapSearchBase,,,domain,single,,,cstring,,,,
zimbraGalSyncMaxConcurrentClients,,,domain,single,,,cstring,,,,
zimbraGalLdapURL,,,domain,single,,,cstring,,,,
zimbraDomainDefaultCOSId,,,domain,single,,,cstring,,,,
zimbraCalResType,,,calendarResource,single,,,cstring,,,,
zimbraPublicServiceHostname,,,domain,single,,,cstring,,,,
zimbraPublicServiceProtocol,,,domain,single,,,cstring,,,,
zimbraAdminConsoleCatchAllAddressEnabled,,,domain,single,,,cstring,,,,
zimbraAdminConsoleDNSCheckEnabled,,,domain,single,,,cstring,,,,
zimbraAdminConsoleLDAPAuthEnabled,,,domain,single,,,cstring,,,,
zimbraAdminConsoleSkinEnabled,,,domain,single,,,cstring,,,,
zimbraAggregateQuotaLastUsage,,,domain,single,,,cstring,,,,
zimbraAuthMech,,,domain,single,,,cstring,,,,
zimbraAutoProvBatchSize,,,domain,single,,,cstring,,,,
zimbraAutoProvNotificationBody,,,domain,single,,,cstring,,,,
zimbraAutoProvNotificationSubject,,,domain,single,,,cstring,,,,
zimbraBasicAuthRealm,,,domain,single,,,cstring,,,,
zimbraChatConversationAuditEnabled,,,domain,single,,,cstring,,,,
zimbraDomainAggregateQuota,,,domain,single,,,cstring,,,,
zimbraDomainAggregateQuotaPolicy,,,domain,single,,,cstring,,,,
zimbraDomainAggregateQuotaWarnPercent,,,domain,single,,,cstring,,,,
zimbraDomainMandatoryMailSignatureEnabled,,,domain,single,,,cstring,,,,
zimbraDomainName,,,domain,single,,,cstring,,,,
zimbraDomainStatus,,,domain,single,,,cstring,,,,
zimbraDomainType,,,domain,single,,,cstring,,,,
zimbraExternalShareInvitationUrlExpiration,,,domain,single,,,cstring,,,,
zimbraFreebusyExchangeServerType,,,domain,single,,,cstring,,,,
zimbraInternalSharingCrossDomainEnabled,,,domain,single,,,cstring,,,,
zimbraMailDomainQuota,,,domain,single,,,cstring,,,,
zimbraMailSSLClientCertPrincipalMap,,,domain,single,,,cstring,,,,
zimbraReverseProxyClientCertMode,,,domain,single,,,cstring,,,,
zimbraReverseProxyExternalRouteIncludeOriginalAuthusername,,,domain,single,,,cstring,,,,
zimbraSkinLogoAppBanner,,,domain,single,,,cstring,,,,
zimbraSkinLogoLoginBanner,,,domain,single,,,cstring,,,,
zimbraSkinLogoURL,,,domain,single,,,cstring,,,,
zimbraWebClientMaxInputBufferLength,,,domain,single,,,cstring,,,,
zimbraWebClientStaySignedInDisabled,,,domain,single,,,cstring,,,,
zimbraWebClientSupportedHelps,,,domain,single,,,cstring,,,,
zimbraZimletDataSensitiveInMixedModeDisabled,,,domain,single,,,cstring,,,,
DKIMDomain,,,domain,single,,,cstring,,,,
DKIMIdentity,,,domain,single,,,cstring,,,,
DKIMKey,,,domain,single,,,cstring,,,,
DKIMPublicKey,,,domain,single,,,cstring,,,,
DKIMSelector,,,domain,single,,,cstring,,,,
zimbraCalResAutoAcceptDecline,calendarResource,,,single,,,cstring,,,,
zimbraCalResAutoDeclineIfBusy,calendarResource,,,single,,,cstring,,,,
zimbraCalResAutoDeclineRecurring,calendarResource,,,single,,,cstring,,,,
zimbraFeatureAdvancedSearchEnabled,"account,cos,calendarResource",,,single,,,cstring,,,,
zimbraFeatureResetPasswordStatus,"account,cos,calendarResource",,,single,,,cstring,,,,
zimbraFeatureResetPasswordSuspensionTime,"account,cos,calendarResource",,,single,,,cstring,,,,
zimbraPasswordRecoveryMaxAttempts,"account,cos,calendarResource",,,single,,,cstring,,,,
zimbraPrefDefaultCalendarId,"account,cos,calendarResource",,,single,,,cstring,,,,
zimbraRecoveryAccountCodeValidity,"account,cos,calendarResource",,,single,,,cstring,,,,
zimbraResetPasswordRecoveryCodeExpiry,"account,cos,calendarResource",,,single,,,cstring,,,,
zimbraShowClientTOS,"account,domain,cos,calendarResource",,,single,,,cstring,,,,
